State,0,1,2,3,4,5
g001010101b00b00b00b00b00b00b00b00b00ex000ey000,0.7041792327339993,0.2899047312806805,0.24284146828791286,0.6407775820535677,0.7042188900080123,2.5387896441956825
g301010101b11b00b00b00b00b00b00b00b00ex000ey000,4.036660668625556,0.7954580918569045,0.40654148782723926,0.33263942045625394,0.49522948641916453,0.5664746214498073
g301010101b12b00b00b00b00b00b00b00b00ex000ey000,0.2951380380511866,0.9172570892275949,0.3855556984077926,1.0425192977879003,3.3712578080877287,0.5359407466940292
g301010101b13b00b00b00b00b00b00b00b00ex000ey000,-26.321179970902953,0.42240318054073955,-24.87482873432195,-0.32007130322605826,-26.24439731433997,-29.725344335456604
g003112121b00b00b13b00b00b00b00b00b00ex000ey000,0.2586093385371575,0.322986733494226,0.22797647059305948,0.7125411128958353,-29.27246937083859,-29.38266931576983
g001012101b00b00b00b00b00b00b00b00b00ex000ey000,0.28452492166360743,0.4703110978550211,0.45728177908150136,0.23154615851400828,0.469981541146847,2.866803897927421
g011000121b00b00b00b00b00b00b00b00b00ex000ey000,0.20378880492252194,0.07078141582996333,0.7050213450910932,0.027230204658991508,0.7056894372737732,0.7400626923441562
g001012121b00b00b00b00b00b00b00b00b00ex000ey000,0.5364923717875998,0.6586231460777522,0.2908977069502613,0.09566507148499913,0.4123182212673224,0.13204881441919225
g011202121b00b00b00b00b00b00b00b00b00ex000ey000,0.3477517594626027,0.7423165229272012,0.6200410149445642,0.7421815460246699,0.7418930901521348,0.7655158236069164
g311202121b11b00b00b00b00b00b00b00b00ex000ey000,0.8513172456206052,0.7470388487498166,0.3379761386961928,0.8694844790315415,0.6796363626138487,0.2998174150173286
g001010121b00b00b00b00b00b00b00b00b00ex000ey000,0.37498202200093067,0.37434258673262355,0.4427706042496572,0.44292073268733734,0.44295997392417436,3.3022340726670976
g301010121b11b00b00b00b00b00b00b00b00ex000ey000,0.8250654697340947,0.5285020612557728,0.5986621118211997,2.9517437182137036,0.2753786815532816,0.15890002729913433
g003112121b00b00b11b00b00b00b00b00b00ex000ey000,0.8036124726249151,0.03234440538378447,0.5531738137867346,0.8758746167136441,0.7495523780575722,0.2791811992857107
g020012321b00b00b00b00b00b00b11b00b00ex000ey000,0.9395274675601906,0.9715547986878532,0.8021937118126143,0.606226078357772,0.0035398819045590058,0.7917114918770053
g011202001b00b00b00b00b00b00b00b00b00ex000ey000,0.3756788141828372,0.1325353843417092,0.10046286517458614,0.8387643481451371,0.9087858561637121,0.908487513461643
g311202001b11b00b00b00b00b00b00b00b00ex000ey000,0.0024342112280107964,9.828490346546975,0.7074235237580838,0.4470118349392568,0.1222173060993419,0.32123577229273725
g311202001b12b00b00b00b00b00b00b00b00ex000ey000,0.39162494595490127,0.26615535185115025,0.9235516430966569,0.1594803422303126,0.4046497509732774,0.9095662487220182
g311202001b13b00b00b00b00b00b00b00b00ex000ey000,0.08095280133534155,0.4837957183202497,0.5585987170348501,0.24782157860676335,-24.289059486765066,-24.363011130320583
g311000121b11b00b00b00b00b00b00b00b00ex000ey000,0.9696611148044998,0.3810654484251974,0.40053289129691183,0.609015208019165,0.3208807201999161,0.7091291242855632
g001312101b00b00b00b11b00b00b00b00b00ex000ey000,0.12923645415210483,0.3647751158133723,0.08435759234394147,0.6859291142300784,0.26158852469689453,1.9598292445777084
g001312101b00b00b00b12b00b00b00b00b00ex000ey000,3.4565051478923206,0.3909891885718906,0.551406961942269,0.7260502699693067,0.12573387516265455,0.7396433230264711
g001312101b00b00b00b13b00b00b00b00b00ex000ey000,-29.53559807333614,-22.188805026070042,0.2184093829233249,0.535021818497856,0.0007702798748976392,-29.15836470026591
g003112101b00b00b13b00b00b00b00b00b00ex000ey000,0.12630497897844117,0.3512326262107893,0.04620318777436383,2.281747274657628,-29.175719863516765,0.12928243300074738
g011002121b00b00b00b00b00b00b00b00b00ex000ey000,0.26045439791699465,0.48687153317788656,0.5571453276519539,0.557113857701697,0.5567642479444387,0.4895336245519105
g011002121b00b00b00b00b00b00b00b00b00ex015ey104,0.4179861609611557,0.07384027733131004,0.29031423609770424,0.18367777880349034,0.2959519414328847,0.7002210446438383
g311002121b11b00b00b00b00b00b00b00b00ex015ey104,0.7570837574199539,0.24547672234261464,0.2179649315431741,0.9349050141463154,0.7500946398969007,0.3785487617123938
