circle_5_10,0,1,2,3,4,5
2310030011111+00-01,-5.48,0.0,0.0,0.0,0.0,0.0
2610030011111+00-02,-5.486,-5.494,0.0,0.0,0.0,0.0
2610030011111+00-03,-5.501,-5.506,-5.511,0.0,0.0,0.0
0101773111111-02-04,-5.94,0.0,0.0,0.0,0.0,0.0
2710777311111-03-03,-3.0,0.0,0.0,0.0,0.0,0.0
1000010100206+03+01,-5.803,-5.816,-5.824,-5.836,-11.585,0.0
0101007001717+02+02,-3.0,0.0,0.0,0.0,0.0,0.0
2310100201111-04+03,-9.597,-10.233,0.0,0.0,0.0,0.0
1111060012100+03-01,-7.275,0.0,0.0,0.0,0.0,0.0
1111060012100+02-01,-7.301,0.0,0.0,0.0,0.0,0.0
1111060012103+02+00,-7.474,0.0,0.0,0.0,0.0,0.0
1111777014103+02-01,-3.0,0.0,0.0,0.0,0.0,0.0
0210003311111+00+01,-5.265,-5.724,0.0,0.0,0.0,0.0
0121007771111-02+02,-3.0,-3.05,0.0,0.0,0.0,0.0
2161110071111-02+03,-7.524,0.0,0.0,0.0,0.0,0.0
4171117071111-02+03,-3.05,0.0,0.0,0.0,0.0,0.0
1111000710172+04-02,-2.049,-7.889,-7.92,0.0,0.0,0.0
1111003071010+04+00,-2.112,0.0,0.0,0.0,0.0,0.0
0010100300120+00+02,0.0,-1.941,0.0,0.0,0.0,0.0
0010100300120+00+03,-1.905,0.0,0.0,0.0,0.0,0.0
3101110031010+01+04,-1.906,0.0,0.0,0.0,0.0,0.0
3101110031010+02+04,-1.871,0.0,0.0,0.0,0.0,0.0
6101110031010+02+03,-1.833,-1.796,0.0,0.0,0.0,0.0
7100110121001+01+01,-1.459,-1.417,0.0,0.0,0.0,0.0
7017100061111+00+01,-0.05,0.0,0.0,0.0,0.0,0.0
1601010112210+03-02,-5.921,0.0,0.0,0.0,0.0,0.0
1601010112210+02-02,-5.932,0.0,0.0,0.0,0.0,0.0
1771310112210+00-02,-5.927,0.0,0.0,0.0,0.0,0.0
1771310112210+01-02,-5.939,0.0,0.0,0.0,0.0,0.0
1771310112210+02-02,-5.95,0.0,0.0,0.0,0.0,0.0
1001310112210+02-02,-5.962,-5.97,-5.978,-5.991,0.0,0.0
1111700111012+03-02,-5.881,0.0,0.0,0.0,0.0,0.0
1111070017102+04-01,-5.94,0.0,0.0,0.0,0.0,0.0
7171223111010-02-04,-2.578,0.0,0.0,0.0,0.0,0.0
7171223111010-01-04,-2.524,0.0,0.0,0.0,0.0,0.0
7171223111010+00-04,-2.472,0.0,0.0,0.0,0.0,0.0
1111000111013+02-04,-2.089,-2.848,-1.22,-1.209,-2.596,0.0
1111330111010+01-04,-0.695,0.0,0.0,0.0,0.0,0.0
1111330111010+02-04,-0.671,0.0,0.0,0.0,0.0,0.0
1111630111010+03-04,-0.641,-0.608,0.0,0.0,0.0,0.0
1111630111010+04-04,-0.601,0.0,0.0,0.0,0.0,0.0
1111630111010+04-03,-0.571,-0.537,0.0,0.0,0.0,0.0
1771710110010+03-03,-0.501,0.0,0.0,0.0,0.0,0.0
0001213110011+01+00,-0.474,-0.446,-10.422,-2.602,0.0,0.0
0001213113011+01-01,-0.374,0.0,0.0,0.0,0.0,0.0
0001216113311+01+00,-0.372,-0.33,0.0,0.0,0.0,0.0
0001216116311+01+00,-0.285,-0.379,-0.194,-0.099,0.0,0.0
0101207111717+00+00,0.0,0.0,0.0,0.0,0.0,0.0
0010220712176+00+00,0.0,0.0,0.0,0.0,0.0,0.0
7710100200100+01+03,-6.945,0.0,0.0,0.0,0.0,0.0
7710130200100+00+03,-7.15,0.0,0.0,0.0,0.0,0.0
0010160200100-01+03,-7.814,-7.847,-7.877,-7.908,-15.778,-7.738
0710177207100-01+03,-3.0,0.0,0.0,0.0,0.0,0.0
2000016100001-03+01,-7.523,-7.55,0.0,0.0,0.0,0.0
6101020111010+01-04,-8.066,-8.095,-8.074,-8.105,0.0,0.0
1030010100220-01+01,0.0,0.0,-5.265,0.0,0.0,0.0
1030010100220-01+02,-5.275,-5.291,-5.297,-5.315,-45.577,0.0
1060010100220-01+02,-5.826,-5.839,-5.849,-5.86,-17.437,0.0
1777017100220-01+02,-3.05,0.0,0.0,0.0,0.0,0.0
0121000061111-01+02,-0.173,-0.148,-0.099,0.0,0.0,0.0
0121000771111+00+00,0.0,0.0,0.0,0.0,0.0,0.0
0101113221717+01+04,-7.889,-7.92,0.0,0.0,0.0,0.0
1601210112010-01+00,-7.725,-7.753,0.0,0.0,0.0,0.0
1111007771010+04+01,-3.0,0.0,0.0,0.0,0.0,0.0
1111100003120+00+01,-7.54,-6.492,-6.514,-6.538,-38.241,0.0
1111100303120+00+02,-7.682,0.0,0.0,0.0,0.0,0.0
1111100606120+00+03,-7.86,0.0,0.0,0.0,0.0,0.0
1111170607120+00+03,-7.92,0.0,0.0,0.0,0.0,0.0
1000013100222+03+00,-7.196,0.0,0.0,0.0,0.0,0.0
1000013100222+03+01,-7.224,0.0,0.0,0.0,0.0,0.0
1000013100222+03+02,-7.251,0.0,0.0,0.0,0.0,0.0
1000013100222+02+02,-7.279,0.0,0.0,0.0,0.0,0.0
1000013100222+01+02,-7.308,0.0,0.0,0.0,0.0,0.0
1000013100222+00+02,-7.336,0.0,0.0,0.0,0.0,0.0
1000016100222-01+02,-7.363,0.0,0.0,0.0,0.0,0.0
1000016100222-01+01,-7.391,0.0,0.0,0.0,0.0,0.0
1003016100222-01+01,-7.418,0.0,0.0,0.0,0.0,0.0
1003016100222-01+02,-7.444,0.0,0.0,0.0,0.0,0.0
1003016100222+00+02,-7.471,-7.498,-7.524,0.0,0.0,0.0
1073017100422+00+02,-3.05,0.0,0.0,0.0,0.0,0.0
4101000001111-01+02,-5.428,0.0,0.0,0.0,0.0,0.0
4101000001111+00+01,-10.978,0.0,0.0,0.0,0.0,0.0
4101000301111-01+02,-5.815,-5.82,-5.83,-5.845,-23.106,0.0
2040010100031+00+02,-5.9,-5.909,0.0,0.0,0.0,0.0
4101000601111-01+02,-6.193,0.0,0.0,0.0,0.0,0.0
4101037771111-03+02,-3.05,0.0,0.0,0.0,0.0,0.0
0210700011111-04-01,-0.639,0.0,0.0,0.0,0.0,0.0
3210003011111-02+00,-0.663,0.0,0.0,0.0,0.0,0.0
0121000601111-01+02,-0.586,0.0,0.0,0.0,0.0,0.0
0216060011111+00+01,-0.194,-0.147,-0.099,-0.098,-0.099,-0.098
1111700111012+03+00,-7.841,-6.734,0.0,0.0,0.0,0.0
1111770010102+03+01,-7.92,0.0,0.0,0.0,0.0,0.0
1111777001012+03+02,-3.0,0.0,0.0,0.0,0.0,0.0
0101400111010-01-04,-1.438,0.0,0.0,0.0,0.0,0.0
3210040010100-01-03,-1.44,0.0,0.0,0.0,0.0,0.0
2121000001012-01-02,-1.442,0.0,0.0,0.0,0.0,0.0
3012103000100-01-01,-1.446,0.0,0.0,0.0,0.0,0.0
3010100201111-02-01,-0.141,0.0,0.0,0.0,0.0,0.0
7171113021111+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
0210003011111-03-01,-5.866,0.0,0.0,0.0,0.0,0.0
0121000301111-03+00,-5.908,0.0,0.0,0.0,0.0,0.0
3012100031111-03+01,-5.954,0.0,0.0,0.0,0.0,0.0
6012100031111-03+01,-5.515,0.0,0.0,0.0,0.0,0.0
0147110121001-03+03,-5.486,0.0,0.0,0.0,0.0,0.0
0147110121001-03+04,-5.423,0.0,0.0,0.0,0.0,0.0
0140110121001-02+04,-5.438,-5.626,-5.731,-5.744,0.0,0.0
4101110071111-02+03,-5.497,-5.511,0.0,0.0,0.0,0.0
1000010100032+00+02,-5.834,-5.845,0.0,0.0,0.0,0.0
0101000601210-01+02,-5.903,-5.979,-5.99,0.0,0.0,0.0
0010100060120-01+03,-5.961,-5.908,-5.92,0.0,0.0,0.0
0101007771210-01+02,-3.0,0.0,0.0,0.0,0.0,0.0
1111777111312+04-02,-3.0,0.0,0.0,0.0,0.0,0.0
1111170007100+00+01,-7.92,0.0,0.0,0.0,0.0,0.0
0120110161001+01+04,4.655,0.0,0.0,0.0,0.0,0.0
0120110161001+01+03,4.752,0.0,0.0,0.0,0.0,0.0
0120110171001+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
0101000001310-02-02,-1.084,0.0,0.0,0.0,0.0,0.0
0010100000130-02-01,-1.076,0.0,0.0,0.0,0.0,0.0
6101110001010-01+00,0.0,-3.195,0.0,0.0,0.0,0.0
7100110101001-01+00,-3.052,0.0,0.0,0.0,0.0,0.0
7100110101001-01+02,-3.027,0.0,0.0,0.0,0.0,0.0
1111000111314+04-02,-6.996,0.0,0.0,0.0,0.0,0.0
1111000111314+03-04,-7.3,0.0,0.0,0.0,0.0,0.0
1111000111314+04-04,-7.448,0.0,0.0,0.0,0.0,0.0
1111000111614+04-04,-22.815,0.0,0.0,0.0,0.0,0.0
2101770001111-04-02,-5.94,0.0,0.0,0.0,0.0,0.0
1111000316100+02+00,-1.717,0.0,0.0,0.0,0.0,0.0
1111000031610+02+01,-1.801,0.0,0.0,0.0,0.0,0.0
1111100700170+04+03,-2.139,0.0,0.0,0.0,0.0,0.0
1007010170000+03+01,-1.735,-1.77,0.0,0.0,0.0,0.0
1001010110310+03-01,-6.891,-6.917,-6.95,-6.975,43.773,-12.88
1061010110010+02-02,-7.879,-7.909,0.0,0.0,0.0,0.0
1771017110010+02-02,-3.05,0.0,0.0,0.0,0.0,0.0
0213020011111+00-03,-2.2,0.0,0.0,0.0,0.0,0.0
0101006111111-02+00,-7.613,0.0,0.0,0.0,0.0,0.0
0217007711111-02-02,-3.0,0.0,0.0,0.0,0.0,0.0
3101110201010+01+02,-8.389,-8.421,-7.299,-7.33,-7.403,-3.422
7172110101001-01+03,-6.921,-6.951,0.0,0.0,0.0,0.0
7101030111111-03+00,-7.895,0.0,0.0,0.0,0.0,0.0
7101030111111-04+00,-7.926,0.0,0.0,0.0,0.0,0.0
0001010117711-03-01,-7.889,-7.92,0.0,0.0,0.0,0.0
0021010110611+01-03,-7.783,-7.816,-7.846,-7.878,-23.43,-50.902
0121003031111+00+01,-0.873,0.0,0.0,0.0,0.0,0.0
0012100631111+00+02,-0.679,0.0,0.0,0.0,0.0,0.0
0101423111010+01-04,-2.24,-2.223,0.0,0.0,0.0,0.0
3101700111111-03-04,-1.798,0.0,0.0,0.0,0.0,0.0
4101000001111-03+00,-1.648,-1.64,-3.555,-2.11,-2.925,-3.21
7017000011111-03-01,-3.081,0.0,0.0,0.0,0.0,0.0
0040010100001-02+00,-2.398,-2.645,0.0,0.0,0.0,0.0
0101300111111-04+00,-5.092,0.0,0.0,-0.818,0.0,0.0
0016000017107-02+00,-5.208,0.0,0.0,0.0,0.0,0.0
0101000001717-02+01,-5.275,0.0,0.0,0.0,0.0,0.0
0000010170001-03+01,-5.447,0.0,0.0,0.0,0.0,0.0
0000010170001-03+00,-5.497,0.0,0.0,0.0,0.0,0.0
0000010170001-03-01,-5.558,0.0,0.0,0.0,0.0,0.0
0000010170001-03-02,-5.625,0.0,0.0,0.0,0.0,0.0
1000013100300+01+01,-6.027,0.0,0.0,0.0,0.0,0.0
1000013100300+01+02,-6.023,0.0,0.0,0.0,0.0,0.0
1000013100300+02+02,-6.2,-6.207,-6.219,-6.139,0.0,0.0
1111000001313+03+02,-6.121,0.0,0.0,0.0,0.0,0.0
1111110071017+03+04,-5.003,-7.841,0.0,0.0,0.0,0.0
1100110171770+03+03,-6.828,0.0,-6.814,0.0,0.0,0.0
0310100000100-01+01,-16.587,0.0,0.0,0.0,0.0,0.0
3161110001010-01+02,-5.827,-5.839,-5.967,0.0,0.0,0.0
0610100000100-01+01,-6.028,0.0,0.0,0.0,0.0,0.0
6161110001010-01+02,-6.088,0.0,0.0,0.0,0.0,0.0
0101003061111-02+02,-7.334,0.0,0.0,0.0,0.0,0.0
0010100371111-02+03,-7.691,0.0,0.0,0.0,0.0,0.0
0100113171071-02+04,-7.991,-8.022,-8.357,0.0,0.0,0.0
0131110771111-03+04,-8.091,0.0,0.0,0.0,0.0,0.0
0710170031111-01+03,-7.92,0.0,0.0,0.0,0.0,0.0
0221010110311-01-03,-7.256,0.0,0.0,0.0,0.0,0.0
0221010110311-01-02,-7.288,0.0,0.0,0.0,0.0,0.0
0221010110611-03+00,-7.783,-7.816,-7.846,-7.878,-23.43,0.0
0221017117711-03+00,-3.05,0.0,0.0,0.0,0.0,0.0
1001213110310+03+00,-3.927,-3.954,-3.98,-4.006,0.0,0.0
0101000201210+00-01,-6.566,-6.588,-6.62,0.0,0.0,0.0
0101300201210+00-02,-6.695,0.0,0.0,0.0,0.0,0.0
0010130020120-01-01,-6.759,0.0,0.0,0.0,0.0,0.0
0010163020120-02-01,-7.769,-7.8,-7.83,0.0,0.0,0.0
0101630201210-02-02,-7.908,-7.939,-7.97,0.0,0.0,0.0
0101777201210-02-02,-3.0,0.0,0.0,0.0,0.0,0.0
1111000012130+00-02,-2.171,0.0,0.0,0.0,0.0,0.0
1031210110010-01+00,-2.017,0.0,0.0,0.0,0.0,0.0
1061210110010-01-02,-2.69,-2.665,0.0,0.0,0.0,0.0
6101200111010-02-02,-2.7,-2.702,0.0,0.0,0.0,0.0
3000010130001-03-01,-6.743,-6.765,-6.831,-6.851,0.0,0.0
0131000021010-02-01,-6.908,-7.055,0.0,0.0,0.0,0.0
0161000021010-02-01,-7.199,0.0,0.0,0.0,0.0,0.0
0161000071010-02-01,-15.042,0.0,0.0,0.0,0.0,0.0
7101003001111-03-02,-8.209,0.0,0.0,0.0,0.0,0.0
0010100301111-01-01,-8.313,0.0,0.0,0.0,0.0,0.0
0000010100031-03-01,-3.21,-3.255,-3.791,-3.817,0.0,0.0
2101000021017-01-02,-2.877,0.0,0.0,0.0,0.0,0.0
7101000021010-01-02,-2.518,0.0,0.0,0.0,0.0,0.0
7010100000100+02-01,-2.491,0.0,0.0,0.0,0.0,0.0
1000013100000+03+00,-4.405,0.0,0.0,0.0,0.0,0.0
0131000001010+01-02,-6.298,-7.045,-7.199,0.0,0.0,0.0
0013130000100+01-01,-6.407,0.0,0.0,0.0,0.0,0.0
0013130000100+02-01,-6.432,-6.462,-18.491,0.0,0.0,0.0
0131300001010+02-02,-12.732,0.0,0.0,0.0,0.0,0.0
0161300001010+02-02,-6.79,-6.968,0.0,0.0,0.0,0.0
0016130000100+02-01,-6.852,-6.878,-6.905,0.0,0.0,0.0
6000010100001+01-02,-7.032,-7.063,0.0,0.0,0.0,0.0
7070010100001+01-02,-7.118,-7.147,0.0,0.0,0.0,0.0
0710670011111-01-03,-7.97,0.0,0.0,0.0,0.0,0.0
0016000012100-02-02,-5.312,0.0,0.0,0.0,0.0,0.0
2101000001210-02-01,-5.367,0.0,0.0,0.0,0.0,0.0
2101000071210-02-01,-5.52,0.0,0.0,0.0,0.0,0.0
2101700001210-02-01,-5.881,0.0,0.0,0.0,0.0,0.0
3710170000120-02+00,-5.94,0.0,0.0,0.0,0.0,0.0
1061210110010-01-04,-8.461,-8.489,0.0,0.0,0.0,0.0
1111130600120+00+03,-5.884,-5.896,-5.908,-5.92,-11.8,0.0
1111137770170+00+03,-3.05,0.0,0.0,0.0,0.0,0.0
1111100206120+02+03,-8.125,0.0,0.0,0.0,0.0,0.0
1111170207120+00+03,-7.92,0.0,0.0,-7.889,0.0,0.0
2121006001111+00+01,-0.104,0.0,0.0,0.0,0.0,0.0
2012100601111+00+00,0.0,0.0,0.0,0.0,0.0,0.0
1031010112610+03+00,-5.826,-5.839,-5.849,-5.86,-17.437,0.0
1031017117717+03+00,-3.05,0.0,0.0,0.0,0.0,0.0
3101300001111-02+00,-2.192,0.0,0.0,0.0,0.0,0.0
3101300001111-02+02,-1.976,-1.916,-1.945,0.0,0.0,0.0
0701710110311-01+00,-6.173,0.0,0.0,0.0,0.0,0.0
0701710110311-02+00,-6.2,0.0,0.0,0.0,0.0,0.0
0701710110311-03+00,-6.228,0.0,0.0,0.0,0.0,0.0
0701710110311-03-01,-6.256,0.0,0.0,0.0,0.0,0.0
1001010110310-01-02,-7.357,-5.529,-5.546,0.0,0.0,0.0
1031017117717-01-02,-3.05,0.0,0.0,0.0,0.0,0.0
0021010113011-01-01,-6.644,-6.665,0.0,0.0,0.0,0.0
2101260111111-02-01,-7.225,-7.25,-7.276,-7.302,-7.474,0.0
0021010116011-01-01,-7.375,-7.4,0.0,0.0,0.0,0.0
0061010110011+00-02,-7.494,-7.52,0.0,0.0,0.0,0.0
1106110121200+01+02,-5.494,0.0,0.0,0.0,0.0,0.0
1177110121200+01+01,-5.882,-5.894,0.0,0.0,0.0,0.0
1177110121230+01+01,-5.903,0.0,0.0,0.0,0.0,0.0
1177110121230+01+02,-5.916,0.0,0.0,0.0,0.0,0.0
1177110121230+01+03,-5.925,0.0,0.0,0.0,0.0,0.0
1100110121260+01+03,-5.744,-5.758,-5.768,-5.782,-11.517,0.0
1100110121770+01+03,-5.907,0.0,0.0,0.0,0.0,0.0
1100110121770+01+04,-5.919,0.0,0.0,0.0,0.0,0.0
1100110121770+02+04,-5.93,0.0,0.0,0.0,0.0,0.0
3012100000100-01+03,-0.766,-0.621,-0.898,0.0,0.0,0.0
6012100000100-01+03,-0.569,-0.407,-0.574,0.0,0.0,0.0
7012100000100-01+03,-0.692,-0.194,0.063,0.0,0.0,0.0
7121000001010+00+02,0.152,0.0,0.0,0.0,0.0,0.0
0121003001013+02+00,0.334,0.0,0.0,0.0,0.0,0.0
0012100300100+02+00,0.334,0.0,0.0,0.0,0.0,0.0
0107110171071+01+00,0.412,0.443,0.0,0.0,0.0,0.0
0107110171371+01+00,0.486,0.0,0.0,0.0,0.0,0.0
0100110171371+01+00,0.518,0.561,0.0,0.0,0.0,0.0
0010160007107+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
1771013112417+03-01,-8.156,0.0,0.0,0.0,0.0,0.0
1771013112417+03-02,-8.188,0.0,0.0,0.0,0.0,0.0
1771013112417+03-03,-8.221,0.0,0.0,0.0,0.0,0.0
1001013112417+03-04,-8.254,0.0,0.0,0.0,0.0,0.0
1001013112417+02-04,-8.285,0.0,0.0,0.0,0.0,0.0
1001013112410+02-04,-8.317,0.0,-8.348,0.0,0.0,0.0
1001013112410+03-04,-8.382,0.0,0.0,0.0,0.0,0.0
1001013112410+03-03,-8.414,-8.446,0.0,0.0,0.0,0.0
2213030011111+00-01,-6.193,-6.931,0.0,0.0,0.0,0.0
2710777711111+00-03,-3.0,0.0,0.0,0.0,0.0,0.0
1111170307120+00+01,-7.97,0.0,0.0,0.0,0.0,0.0
1111117031717+00+03,-3.05,0.0,0.0,0.0,0.0,0.0
3310100201111-02+00,-6.502,0.0,0.0,0.0,0.0,0.0
7171117021111-01+02,-3.05,-3.05,0.0,0.0,0.0,0.0
3101203111111-02+00,-7.079,0.0,0.0,0.0,0.0,0.0
0210020611111-04+01,-7.783,-7.816,-7.846,-7.878,-23.43,0.0
0217027711111-04+01,-3.05,0.0,0.0,0.0,0.0,0.0
2101000001010-02+02,-3.081,0.0,0.0,0.0,0.0,0.0
0106110101001-01+03,-2.511,-2.462,-5.979,-2.454,-3.643,0.0
0177110101301+01+04,-2.058,0.0,0.0,0.0,0.0,0.0
4101000001310+02+00,-6.742,0.0,0.0,0.0,0.0,0.0
0010100000130+02+02,-6.797,0.0,0.0,0.0,0.0,0.0
1111110041310+00+03,-6.718,-6.753,0.0,0.0,0.0,0.0
1130110131020+02+02,-7.196,-7.227,-7.403,-7.432,-14.819,0.0
1160110131020+02+02,-7.614,-15.263,0.0,0.0,0.0,0.0
1160110161020+02+02,-7.957,-7.988,0.0,0.0,0.0,0.0
1177117161020+02+02,-3.05,0.0,0.0,0.0,0.0,0.0
1111100470120+01+03,-6.848,0.0,0.0,0.0,0.0,0.0
1111130470120+04+03,-7.05,0.0,0.0,0.0,0.0,0.0
1111130400120+04+02,-7.077,0.0,0.0,0.0,0.0,0.0
1111130400120+04+01,-7.11,-7.137,0.0,0.0,0.0,0.0
1111130400120+04+00,-7.164,0.0,0.0,0.0,0.0,0.0
1111130400120+04-01,-7.195,-7.221,-7.252,0.0,0.0,0.0
1111300001212+04-02,-7.324,-7.403,-7.435,-7.523,0.0,0.0
1111600001212+04-02,-7.55,0.0,0.0,0.0,0.0,0.0
6301010110011-01+00,-5.074,-5.086,0.0,0.0,0.0,0.0
7010000011111-01+01,-5.004,-13.698,0.0,0.0,0.0,0.0
7101000301111+00+01,-5.165,0.0,0.0,0.0,0.0,0.0
0101067771111-01+02,-3.05,0.0,0.0,0.0,0.0,0.0
1111173777102+01+03,-7.97,0.0,0.0,0.0,0.0,0.0
1111117371714+02+04,-3.05,0.0,0.0,0.0,0.0,0.0
1111320012160+01-03,-7.779,-7.809,-7.84,-4.803,-9.485,0.0
1111620712170+01-03,-7.86,-7.889,-7.92,-5.428,-15.455,0.0
1130110121320-01+02,-5.606,-5.618,-11.14,-5.647,-27.616,0.0
1160110121320-01+02,-5.965,-5.978,-5.991,0.0,0.0,0.0
1160110121620-01+02,-6.004,-6.016,-6.028,-6.039,0.0,0.0
1177117121620-01+02,-3.05,0.0,0.0,0.0,0.0,0.0
0101003111017+00+00,0.0,0.0,0.0,0.0,0.0,0.0
7710000312107+00+00,0.0,0.0,0.0,0.0,0.0,0.0
1000310100000+03+01,-4.335,-4.342,0.0,0.0,0.0,0.0
0000010170001+01+01,-5.609,0.0,0.0,0.0,0.0,0.0
0101000071111-01-02,-5.728,0.0,0.0,0.0,0.0,0.0
0610103001111-02+00,-6.13,-6.89,-6.916,0.0,0.0,0.0
7171117601111-02+01,-3.05,0.0,0.0,0.0,0.0,0.0
1077010102002+02-02,-6.391,-6.414,-7.889,-7.92,0.0,0.0
7101020001217+00-02,-6.478,0.0,0.0,0.0,0.0,0.0
0101020001217-01-02,-6.513,0.0,0.0,0.0,0.0,0.0
0101020001217-02-02,-6.532,0.0,0.0,0.0,0.0,0.0
0101020001217-02-01,-6.566,0.0,0.0,0.0,0.0,0.0
1300010102002-01-01,-6.653,0.0,0.0,0.0,0.0,0.0
1111063001010+00+02,-7.97,0.0,0.0,0.0,0.0,0.0
1111777701710+00+02,-3.0,0.0,0.0,0.0,0.0,0.0
1031010112210+01-02,-7.115,-7.323,0.0,0.0,0.0,0.0
1031010112210+02-02,-7.351,-7.385,-7.414,-7.448,-29.255,0.0
1061010112210+02-02,-7.783,-7.816,-7.846,-7.878,-23.43,0.0
1771017112210+02-02,-3.05,0.0,0.0,0.0,0.0,0.0
0241210110011-03-01,-2.399,0.0,0.0,0.0,0.0,0.0
0241210110011-03+00,-2.365,0.0,0.0,0.0,0.0,0.0
0241210110011-02+00,-2.327,-2.292,-0.192,-0.146,0.0,0.0
4101200111111-03+00,-2.297,-0.283,-0.24,-0.192,0.0,0.0
0231210110011+00+00,0.0,0.0,0.0,0.0,0.0,0.0
0022010100001+00-02,-0.654,0.0,0.0,0.0,0.0,0.0
0022010100001+01-02,-0.648,0.0,0.0,0.0,0.0,0.0
0022010100001+01-01,-0.644,-0.64,0.0,0.0,0.0,0.0
0201710117011-01-04,-6.264,0.0,0.0,0.0,0.0,0.0
0201710117011-02-04,-6.291,0.0,0.0,0.0,0.0,0.0
0201710117011-03-04,-6.311,0.0,0.0,0.0,0.0,0.0
0101226111010-02-01,-7.197,-7.223,0.0,0.0,0.0,0.0
6010100200130+02+02,-1.299,0.0,0.0,0.0,0.0,0.0
6010100200160+02+02,-1.3,0.0,0.0,0.0,0.0,0.0
7010100200160+02+02,-1.546,0.0,0.0,0.0,0.0,0.0
0130110171001-01+04,-1.475,0.0,0.0,0.0,0.0,0.0
0610000011111-02-02,-3.042,-2.947,-2.892,0.0,0.0,0.0
0001610110011-01-03,-2.799,0.0,0.0,0.0,0.0,0.0
0001710110011-01-03,-2.781,0.0,0.0,0.0,0.0,0.0
0101703111010+02-04,-2.688,0.0,0.0,0.0,0.0,0.0
0010000310100+02-02,-5.755,0.0,0.0,0.0,0.0,0.0
0101000031010+02-01,-7.577,0.0,0.0,0.0,0.0,0.0
0101000031010+02-02,-7.694,0.0,0.0,0.0,0.0,0.0
0101000061010+01-02,-7.398,0.0,0.0,0.0,0.0,0.0
0101000771010+01-02,-7.395,0.0,0.0,0.0,0.0,0.0
0010100070106+01-01,-7.458,0.0,0.0,0.0,0.0,0.0
1111117061717+02+02,-3.05,0.0,0.0,0.0,0.0,0.0
3101110321111-01+00,-6.759,-6.788,-6.811,-6.842,-45.999,-65.125
3101110621111-01+00,-7.363,-7.391,-7.418,-7.039,-14.037,0.0
6101110621111-01+00,-7.444,-7.471,-7.498,-7.524,-28.304,0.0
1111100200132+02+01,-1.075,0.0,0.0,0.0,0.0,0.0
1111100200132+03+01,-1.31,-1.343,-1.303,-1.346,-1.638,0.0
1111100200162+03+01,-1.051,-1.023,-0.989,-0.949,-1.292,0.0
1111100700172+03+01,-0.925,0.0,0.0,0.0,0.0,0.0
1111100700172+04+03,-0.886,0.0,0.0,0.0,0.0,0.0
1303010102020+00-02,-4.448,-9.916,0.0,0.0,0.0,0.0
1306010102020+00-02,-3.294,-3.344,0.0,0.0,0.0,0.0
7101020201010-01-02,-3.493,-3.513,0.0,0.0,0.0,0.0
0202013100001-02-02,-3.668,-3.713,0.0,0.0,0.0,0.0
0201310110011+00-04,-8.206,-8.236,-8.224,-8.256,0.0,0.0
1771217110010+03-01,-3.05,0.0,0.0,0.0,0.0,0.0
6001610110011+01-03,-6.576,-6.588,0.0,0.0,0.0,0.0
7101700111111+00-03,-5.871,0.0,0.0,0.0,0.0,0.0
0710070011111-01-03,-5.94,0.0,0.0,0.0,0.0,0.0
1111160200100+03-01,-7.783,-7.816,-15.65,-7.878,-23.43,-44.467
1111110021010+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
1107110171000+03+02,-5.493,0.0,0.0,0.0,0.0,0.0
0131110301010+00+03,-5.497,-5.509,-5.63,-5.641,-16.569,0.0
0161110301010+00+03,-5.819,-5.83,0.0,0.0,0.0,0.0
6103110101001-01+03,-5.885,-5.898,0.0,0.0,0.0,0.0
7176110101001-01+03,-5.844,-5.853,0.0,0.0,0.0,0.0
0177110101001-01+03,-2.399,0.0,0.0,-5.99,0.0,0.0
0101117771010+00+04,-3.05,0.0,0.0,0.0,0.0,0.0
0010103220120-02+02,-6.973,0.0,0.0,0.0,0.0,0.0
1100110101030-01+03,-7.055,-7.079,-7.164,-7.188,0.0,0.0
1111100000103+00+02,-7.193,-7.2,-7.226,-7.314,-14.546,-20.634
1111100000106+00+01,-7.481,-4.361,-4.363,-4.364,-4.368,0.0
1100110131060+00+02,-7.397,0.0,0.0,0.0,0.0,0.0
1100110131060-01+02,-7.422,0.0,0.0,0.0,0.0,0.0
1100110131060-01+01,-7.448,-7.474,0.0,0.0,0.0,0.0
0101117771010-02+01,-3.05,0.0,0.0,0.0,0.0,0.0
7101113021717+00+00,-0.05,-5.0,0.0,0.0,0.0,0.0
0001010113011+01-01,-5.415,-0.966,0.0,0.0,0.0,0.0
0012100220100-01-01,-7.095,0.0,0.0,0.0,0.0,0.0
3100110101301-01+01,-7.267,-7.301,-7.328,-7.361,-14.976,0.0
0131110021013+00+01,-7.435,-7.461,0.0,0.0,0.0,0.0
6100110101601-01+01,-8.086,-8.118,0.0,0.0,0.0,0.0
6100117101771-01+01,-3.05,0.0,0.0,0.0,0.0,0.0
1111003010107+03+01,0.0,0.0,0.0,-7.133,0.0,0.0
1111003010107+04+01,-7.161,0.0,0.0,0.0,0.0,0.0
1111000301017+04+01,-7.232,0.0,0.0,0.0,0.0,0.0
1111007771010+02-02,-3.0,0.0,0.0,0.0,0.0,0.0
0121300201010+02-02,-1.079,-1.095,-1.068,-1.061,-1.043,0.0
